Temperature (C),Apparent Temperature (C),Humidity
7.211111111,7.211111111,0.79
6.394444444,6.394444444,0.79
5.033333333,3.216666667,0.86
4.5,2.972222222,0.89
4.816666667,4.816666667,0.88
3.438888889,3.438888889,0.89
1.861111111,1.861111111,0.89
0.472222222,-1.261111111,0.92
0.355555556,0.355555556,0.92
-0.2,-0.2,0.92
-0.377777778,-0.377777778,0.93
0.316666667,0.316666667,0.92
0.438888889,0.438888889,0.92
0.744444444,0.744444444,0.99
2.594444444,2.594444444,0.92
3.333333333,1.377777778,0.95
5.722222222,5.722222222,0.91
6.594444444,6.594444444,0.91
8.144444444,8.144444444,0.94
10.26666667,10.26666667,0.89
12.2,12.2,0.66
11.18333333,11.18333333,0.71
8.355555556,7.561111111,0.81
6.272222222,6.272222222,0.92
4.122222222,4.122222222,0.91
3.311111111,3.311111111,0.95
2.266666667,2.266666667,0.92
1.183333333,1.183333333,0.96
0.511111111,-2.016666667,0.93
-0.411111111,-0.411111111,0.96
-0.95,-3.277777778,0.95
3.527777778,1.927777778,0.93
-0.994444444,-0.994444444,0.96
-1.061111111,-1.061111111,0.96
-0.827777778,-0.827777778,0.96
-1.083333333,-1.083333333,0.92
-1.083333333,-1.083333333,0.92
-0.872222222,-0.872222222,0.93
-0.916666667,-0.916666667,0.99
1.377777778,1.377777778,0.92
3.177777778,1.983333333,0.96
5.394444444,3.394444444,0.92
7.544444444,5.583333333,0.92
9.05,7.755555556,0.91
11.13333333,11.13333333,0.77
10.11666667,10.11666667,0.82
8.15,6.588888889,0.82
6.25,4.583333333,0.79
4.027777778,2.011111111,0.91
5.066666667,2.85,0.93
2.927777778,1.722222222,0.95
3.294444444,1.566666667,0.92
3.038888889,3.038888889,0.93
1.311111111,-0.722222222,0.92
1.844444444,1.844444444,0.92
1.216666667,-0.372222222,0.9
5.011111111,3.522222222,0.93
5.583333333,4.177777778,0.89
6.133333333,3.755555556,0.9
6.116666667,3.266666667,0.93
6.138888889,3.266666667,0.93
6.127777778,2.966666667,0.88
7.15,3.272222222,0.79
7.2,3.338888889,0.73
7.85,3.877777778,0.7
8.916666667,5.166666667,0.65
8.938888889,5.683333333,0.62
9.044444444,6.105555556,0.57
9.927777778,7.505555556,0.5
8.861111111,6.555555556,0.54
7.388888889,6.266666667,0.59
7.15,4.983333333,0.65
5.027777778,2.794444444,0.7
3.233333333,0.411111111,0.8
2.872222222,-0.072222222,0.76
1.316666667,-2.011111111,0.82
1.227777778,-0.988888889,0.84
0.011111111,-3.505555556,0.85
0.55,-2.794444444,0.89
0.133333333,-2.266666667,0.86
-0.022222222,-2.077777778,0.89
-0.094444444,-2.266666667,0.92
0.227777778,-1.75,0.85
-2.733333333,-2.733333333,0.92
-2.8,-2.8,0.85
-3.638888889,-3.638888889,0.92
0.844444444,0.844444444,0.76
2.711111111,0.438888889,0.72
4.933333333,4.933333333,0.71
6.138888889,6.138888889,0.65
7.777777778,7.777777778,0.63
8.761111111,8.761111111,0.58
8.838888889,8.5,0.54
7.288888889,5.911111111,0.64
5.327777778,3.494444444,0.68
3.766666667,1.366666667,0.76
2.083333333,-0.65,0.79
2.166666667,-0.955555556,0.8
1.938888889,-0.738888889,0.79
0.95,-1.005555556,0.85
0.083333333,-2.172222222,0.88
-0.65,-4.25,0.88
0.344444444,-3.7,0.83
3.622222222,1.288888889,0.74
-1.688888889,-1.688888889,0.89
-2.172222222,-2.172222222,0.92
-2.005555556,-2.005555556,0.92
-2.822222222,-2.822222222,0.92
-3.833333333,-3.833333333,0.85
-4.233333333,-4.233333333,0.92
-1.238888889,-1.238888889,0.88
2.116666667,2.116666667,0.8
4.966666667,3.055555556,0.72
7.2,5.072222222,0.66
7.777777778,5.544444444,0.68
8.766666667,6.744444444,0.58
7.838888889,4.655555556,0.58
7.8,5.133333333,0.58
7.355555556,5.783333333,0.6
6.183333333,4.111111111,0.65
6.088888889,3.761111111,0.7
5.972222222,3.511111111,0.71
3.983333333,0.872222222,0.76
3.433333333,0.572222222,0.79
3.9,1.038888889,0.8
3.961111111,1.177777778,0.79
13.17222222,13.17222222,0.9
9.183333333,9.183333333,0.95
12.52777778,12.52777778,0.93
11.96666667,11.96666667,0.93
11.19444444,11.19444444,0.94
11.03888889,11.03888889,0.93
11.03888889,11.03888889,0.93
11.31111111,11.31111111,0.94
13.79444444,13.79444444,0.93
14.93333333,14.93333333,0.87
17.35555556,17.35555556,0.76
18.88888889,18.88888889,0.74
19.97777778,19.97777778,0.64
19.96666667,19.96666667,0.63
19.99444444,19.99444444,0.63
19.99444444,19.99444444,0.61
18,18,0.69
17.19444444,17.19444444,0.72
14.88333333,14.88333333,0.83
13.83888889,13.83888889,0.84
12.10555556,12.10555556,0.93
11.52777778,11.52777778,0.93
11.2,11.2,0.93
10.05,10.05,0.96
3.777777778,0.916666667,0.76
6.083333333,3.277777778,0.76
3.316666667,0.411111111,0.77
2.85,-0.161111111,0.79
2.361111111,-0.661111111,0.83
2.25,-1.177777778,0.79
2.161111111,-1.25,0.8
2.105555556,-1.522222222,0.8
2.177777778,-1.177777778,0.8
5.977777778,2.711111111,0.62
7.627777778,4.472222222,0.59
9.95,7.3,0.5
12.06111111,12.06111111,0.41
12.12777778,12.12777778,0.39
12.33333333,12.33333333,0.37
12.28888889,12.28888889,0.37
8.294444444,7.566666667,0.55
6.288888889,3.994444444,0.65
7.877777778,5.855555556,0.58
7.461111111,5.022222222,0.63
7.877777778,6.111111111,0.68
10,7.972222222,0.58
9.688888889,7.255555556,0.63
7.35,4.983333333,0.71
7.35,5.861111111,0.71
5.483333333,2.038888889,0.78
7.35,4.716666667,0.73
7.35,5.222222222,0.73
7.111111111,4.794444444,0.78
7.3,5.211111111,0.79
6.188888889,4.55,0.86
7.255555556,7.255555556,0.8
7.222222222,6.6,0.79
7.75,7.75,0.83
7.905555556,7.283333333,0.76
7.705555556,7.177777778,0.76
7.705555556,6.283333333,0.77
7.75,6.111111111,0.78
7.683333333,5.694444444,0.77
7.15,4.355555556,0.86
6.161111111,4.022222222,0.93
6.133333333,4.088888889,0.93
6.133333333,3.711111111,0.93
6.322222222,4.055555556,0.94
6.105555556,2.538888889,0.93
5.577777778,2.761111111,0.93
5.644444444,4.683333333,0.93
5.044444444,3.65,0.95
5.511111111,2.466666667,0.82
0.111111111,-4.605555556,0.81
4.927777778,0.105555556,0.74
4.327777778,-0.966666667,0.76
3.338888889,-2.216666667,0.73
2.15,-3.666666667,0.72
1.133333333,-4.444444444,0.75
1.083333333,-4.205555556,0.69
1.038888889,-4.7,0.75
1.183333333,-4.716666667,0.75
2.577777778,-2.827777778,0.67
2.755555556,-2.555555556,0.62
2.8,-2.338888889,0.67
2.85,-2.544444444,0.68
2.777777778,-2.216666667,0.69
1.25,-4.161111111,0.76
0.377777778,-5.194444444,0.88
0.072222222,-5.183333333,0.84
-0.022222222,-4.311111111,0.75
-0.927777778,-5.416666667,0.81
-0.072222222,-6.194444444,0.76
-0.577777778,-6.627777778,0.78
-1.055555556,-7.066666667,0.79
-1.088888889,-7.622222222,0.78
-1.133333333,-6.261111111,0.78
-2.377777778,-6.088888889,0.79
0.022222222,-5.316666667,0.72
-0.555555556,-5.961111111,0.75
-0.494444444,-5.855555556,0.75
-1.111111111,-5.983333333,0.76
0,-5.944444444,0.69
-1.011111111,-7.55,0.75
-0.022222222,-6.294444444,0.7
1.111111111,-5.433333333,0.64
2.211111111,-3.75,0.59
2.822222222,-2.661111111,0.52
3.883333333,-1.433333333,0.48
3.9,-1.738888889,0.48
3.861111111,-1.277777778,0.45
2.8,-2.5,0.52
1.338888889,-3.05,0.64
0.094444444,-3.116666667,0.69
-0.994444444,-4.788888889,0.75
-0.633333333,-4.844444444,0.78
-2.15,-5.672222222,0.75
-2.777777778,-6.95,0.8
-1.588888889,-6.038888889,0.8
-2.777777778,-6.9,0.81
-2.288888889,-6.277777778,0.78
2.488888889,-1.927777778,0.71
-2.311111111,-7.027777778,0.72
-2.8,-7.705555556,0.71
-3.744444444,-8.294444444,0.79
-2.755555556,-8.255555556,0.71
-2.244444444,-8.544444444,0.69
-2.188888889,-8.205555556,0.7
-2.127777778,-8.011111111,0.75
-1.016666667,-6.811111111,0.69
0.211111111,-5.438888889,0.63
1.183333333,-4.377777778,0.59
2.805555556,-2.722222222,0.52
2.805555556,-2.533333333,0.53
2.827777778,-2.527777778,0.61
2.755555556,-2.266666667,0.61
2.772222222,-2.227777778,0.61
3.75,-0.45,0.63
2.711111111,-1.8,0.62
2.677777778,-1.827777778,0.68
2.661111111,-2.405555556,0.68
2.733333333,-2.311111111,0.68
2.772222222,-1.805555556,0.71
3.238888889,-1.155555556,0.68
3.238888889,-0.75,0.68
1.988888889,1.988888889,0.84
3.677777778,0.011111111,0.8
3.677777778,-0.538888889,0.86
3.194444444,1.788888889,0.9
2.661111111,2.661111111,0.89
2.661111111,2.661111111,0.96
2.727777778,2.727777778,0.96
2.661111111,2.661111111,0.96
2.661111111,0.416666667,0.96
2.794444444,-0.372222222,0.96
2.683333333,-0.938888889,0.96
2.733333333,-1.805555556,0.89
2.855555556,-1.583333333,0.9
2.244444444,-2.444444444,0.92
2.244444444,-1.705555556,0.85
2.272222222,-2.194444444,0.87
2.244444444,-0.8,0.85
2.222222222,-0.855555556,0.85
2.172222222,-1.516666667,0.87
2.15,-0.95,0.85
1.644444444,-1.616666667,0.89
1.744444444,-1.427777778,0.9
1.666666667,-2.188888889,0.89
1.688888889,-2.2,0.85
0.016666667,-2.083333333,0.86
1.644444444,-1.722222222,0.89
1.594444444,-3.805555556,0.85
1.111111111,-4.272222222,0.82
-0.027777778,-4.572222222,0.82
-0.027777778,-4.572222222,0.82
0,-4.222222222,0.82
-0.144444444,-5.383333333,0.82
0,-5.25,0.82
1.272222222,-3.638888889,0.77
2.288888889,-1.755555556,0.73
2.844444444,-0.244444444,0.7
3.816666667,1.422222222,0.69
3.911111111,2.75,0.64
2.822222222,0.572222222,0.69
2.261111111,-0.722222222,0.71
1.155555556,-0.233333333,0.75
1.111111111,-1.411111111,0.78
0.077777778,-3.35,0.84
-2.105555556,-5.722222222,0.88
-1.566666667,-4.077777778,0.85
-1.805555556,-4.744444444,0.85
-1.522222222,-4.022222222,0.85
-0.505555556,-2.894444444,0.82
-2.294444444,-2.294444444,0.88
0.027777778,-2.227777778,0.85
0.511111111,-1.666666667,0.82
-0.033333333,-2.538888889,0.83
-1.177777778,-4.5,0.88
-0.133333333,-3.272222222,0.83
-0.188888889,-2.1,0.84
-0.038888889,-2.85,0.85
1.116666667,-1.872222222,0.79
2.183333333,-0.616666667,0.74
4.005555556,1.516666667,0.69
5.116666667,2.238888889,0.57
4.922222222,2.305555556,0.61
5.094444444,2.816666667,0.57
4.072222222,1.316666667,0.63
1.6,-1.155555556,0.76
1.183333333,-0.166666667,0.77
0.1,-2.533333333,0.84
0.088888889,-2.383333333,0.83
0.055555556,0.055555556,0.85
-1.011111111,-3.211111111,0.85
-1.844444444,-4.238888889,0.91
-1.661111111,-4.083333333,0.88
-2.194444444,-4.694444444,0.91
2.238888889,-2.916666667,0.75
-2.822222222,-5.366666667,0.88
-3.355555556,-3.355555556,0.88
-3.327777778,-3.327777778,0.89
-2.894444444,-6.483333333,0.85
-2.866666667,-6.561111111,0.92
-2.622222222,-6.388888889,0.89
-2.355555556,-6.733333333,0.96
-1.083333333,-4.466666667,0.88
1.038888889,-2.511111111,0.8
2.783333333,-1.311111111,0.71
2.894444444,-0.933333333,0.71
2.961111111,-1.116666667,0.7
4.883333333,1.983333333,0.66
2.8,-1.333333333,0.76
2.177777778,-1.316666667,0.79
1.988888889,-2.311111111,0.8
1.988888889,-1.577777778,0.8
1.911111111,-1.116666667,0.75
2.055555556,-1.15,0.79
2.033333333,-1.761111111,0.76
2.105555556,-2.383333333,0.73
2.105555556,-1.627777778,0.73
2.127777778,-2.116666667,0.73
3.261111111,-0.966666667,0.87
2.711111111,-2.394444444,0.8
2.733333333,-2.666666667,0.85
2.872222222,-2.677777778,0.89
3.772222222,-1.161111111,0.89
3.772222222,-1.477777778,0.89
2.827777778,-1.522222222,0.95
3.794444444,-1.011111111,0.89
3.794444444,-1.411111111,0.89
4.961111111,-0.288888889,0.83
7.033333333,2.144444444,0.74
7.127777778,2.916666667,0.74
7.716666667,3.938888889,0.72
7.333333333,3.538888889,0.74
7.266666667,3.766666667,0.74
6.227777778,2.522222222,0.8
6.111111111,2.427777778,0.8
6.133333333,2.894444444,0.8
6.161111111,3.061111111,0.8
6.111111111,3.094444444,0.8
5.577777778,2.211111111,0.83
5.083333333,1.983333333,0.83
4.377777778,0.305555556,0.86
10.09444444,10.09444444,0.93
10.91666667,10.91666667,0.9
8.866666667,8.866666667,0.93
7.777777778,7.777777778,0.96
7.05,7.05,0.93
7.194444444,7.194444444,1
7.266666667,7.266666667,0.93
7.338888889,7.338888889,0.99
12.01666667,12.01666667,0.93
15.92222222,15.92222222,0.79
17.59444444,17.59444444,0.75
19.97777778,19.97777778,0.64
21.11111111,21.11111111,0.6
21.20555556,21.20555556,0.56
21.22777778,21.22777778,0.57
20.13888889,20.13888889,0.61
18.19444444,18.19444444,0.63
16.10555556,16.10555556,0.72
15.97222222,15.97222222,0.73
14.79444444,14.79444444,0.79
12.61111111,12.61111111,0.9
12.08333333,12.08333333,0.84
12.6,12.6,0.84
11.57777778,11.57777778,0.9
4.355555556,0.677777778,0.83
6.094444444,3.794444444,0.84
3.238888889,-0.711111111,0.89
3.194444444,-0.288888889,0.86
3.083333333,-0.372222222,0.9
3.194444444,-0.8,0.89
2.755555556,-1.961111111,0.96
2.977777778,-1.566666667,0.95
4.838888889,0.855555556,0.87
7.083333333,4.011111111,0.8
9.688888889,6.716666667,0.79
10.90555556,10.90555556,0.78
11.08888889,11.08888889,0.77
11.11111111,11.11111111,0.72
11.17777778,11.17777778,0.77
12.17222222,12.17222222,0.67
10.07777778,10.07777778,0.72
10,7.35,0.72
8.983333333,6.011111111,0.78
7.938888889,7.938888889,0.88
7.2,5.716666667,0.93
6.688888889,4.5,0.89
6.533333333,4.45,0.89
6.066666667,3.255555556,0.86
11.50555556,11.50555556,0.9
12.77777778,12.77777778,0.8
10.44444444,10.44444444,0.93
9.938888889,9.355555556,0.89
9.35,8.85,0.94
9.772222222,8.283333333,0.93
10.83333333,10.83333333,0.87
10.68333333,10.68333333,0.93
12.64444444,12.64444444,0.84
14.86111111,14.86111111,0.84
15.94444444,15.94444444,0.79
17.25,17.25,0.73
17.85,17.85,0.73
19.95,19.95,0.63
20.06666667,20.06666667,0.63
18.93333333,18.93333333,0.65
17.43888889,17.43888889,0.72
16.01666667,16.01666667,0.73
14.90555556,14.90555556,0.79
14.79444444,14.79444444,0.74
13.81666667,13.81666667,0.78
13.81666667,13.81666667,0.78
12.87777778,12.87777778,0.81
13.30555556,13.30555556,0.78
13.31111111,13.31111111,0.78
10.4,10.4,0.91
14.37777778,14.37777778,0.73
14.91111111,14.91111111,0.7
14.31666667,14.31666667,0.74
13.77222222,13.77222222,0.78
13.72777778,13.72777778,0.78
13.58333333,13.58333333,0.79
13.82777778,13.82777778,0.78
15.07222222,15.07222222,0.78
17.78888889,17.78888889,0.66
18.96111111,18.96111111,0.65
20.07222222,20.07222222,0.61
21.25555556,21.25555556,0.56
21.25,21.25,0.57
20.20555556,20.20555556,0.62
18.21111111,18.21111111,0.68
16.22777778,16.22777778,0.77
16.01666667,16.01666667,0.78
13.97222222,13.97222222,0.84
12.73333333,12.73333333,0.83
12.66111111,12.66111111,0.86
11.61111111,11.61111111,0.9
11.5,11.5,0.86
8.955555556,8.266666667,0.93
12.31111111,12.31111111,0.83
9.95,9.433333333,0.89
9.394444444,7.777777778,0.93
9.911111111,8.511111111,0.9
10.96666667,10.96666667,0.87
10.94444444,10.94444444,0.87
9.883333333,9.022222222,0.87
13.56666667,13.56666667,0.78
14.78888889,14.78888889,0.73
15.73333333,15.73333333,0.73
17.68333333,17.68333333,0.71
19.83888889,19.83888889,0.62
20.9,20.9,0.57
19.92777778,19.92777778,0.61
18.86111111,18.86111111,0.62
17.91111111,17.91111111,0.68
16.03888889,16.03888889,0.72
16.01666667,16.01666667,0.73
14.27777778,14.27777778,0.82
13.83888889,13.83888889,0.83
15.38888889,15.38888889,0.79
13.98888889,13.98888889,0.81
13.33333333,13.33333333,0.83
13.30555556,13.30555556,0.83
11.53333333,11.53333333,0.8
12.17222222,12.17222222,0.84
13.16666667,13.16666667,0.75
12.82222222,12.82222222,0.78
13.63333333,13.63333333,0.73
12.63888889,12.63888889,0.78
12.83333333,12.83333333,0.77
13.84444444,13.84444444,0.73
14.97777778,14.97777778,0.68
16.99444444,16.99444444,0.6
17.2,17.2,0.59
17.77777778,17.77777778,0.57
17.79444444,17.79444444,0.53
17.77777778,17.77777778,0.51
17.22222222,17.22222222,0.53
15.97222222,15.97222222,0.57
14.83888889,14.83888889,0.63
13.79444444,13.79444444,0.68
12.83888889,12.83888889,0.72
12.75555556,12.75555556,0.72
12.66111111,12.66111111,0.73
12.20555556,12.20555556,0.75
11.64444444,11.64444444,0.77
10.62777778,10.62777778,0.83
10.30555556,10.30555556,0.83
11.11111111,11.11111111,0.8
10.55555556,10.55555556,0.8
11.00555556,11.00555556,0.79
11.01666667,11.01666667,0.78
10.99444444,10.99444444,0.78
11.03333333,11.03333333,0.79
12.17777778,12.17777778,0.73
12.73333333,12.73333333,0.73
13.9,13.9,0.68
14.91111111,14.91111111,0.63
16.95,16.95,0.56
16,16,0.58
16.04444444,16.04444444,0.57
15.00555556,15.00555556,0.61
13.96111111,13.96111111,0.64
12.80555556,12.80555556,0.7
12.78333333,12.78333333,0.7
12.17777778,12.17777778,0.74
12.2,12.2,0.73
11.64444444,11.64444444,0.72
11.45555556,11.45555556,0.73
11.51111111,11.51111111,0.73
10.47222222,10.47222222,0.84
6.033333333,4.433333333,0.79
9.861111111,9.2,0.83
9.333333333,7.727777778,0.84
9.305555556,7.233333333,0.79
8.816666667,6.427777778,0.78
8.838888889,6.477777778,0.78
7.855555556,5.561111111,0.78
9.927777778,7.783333333,0.73
11.11666667,11.11666667,0.67
12.65,12.65,0.61
13.8,13.8,0.57
14.88888889,14.88888889,0.57
14.97222222,14.97222222,0.56
14.97777778,14.97777778,0.56
15,15,0.52
12.92777778,12.92777778,0.6
12.2,12.2,0.62
10.05,10.05,0.67
10.01111111,10.01111111,0.67
9.883333333,7.572222222,0.63
8.772222222,6.6,0.64
7.638888889,5.211111111,0.7
6.666666667,4.466666667,0.74
9.516666667,8.8,0.8
9.544444444,8.833333333,0.8
13.86111111,13.86111111,0.72
9.683333333,8.033333333,0.83
9.683333333,8.088888889,0.83
10.21666667,10.21666667,0.84
11.16111111,11.16111111,0.8
12.17777778,12.17777778,0.74
12.08888889,12.08888889,0.76
13.87222222,13.87222222,0.72
16.08888889,16.08888889,0.62
17.57222222,17.57222222,0.54
19.88333333,19.88333333,0.46
18.86666667,18.86666667,0.48
19.67777778,19.67777778,0.47
18.97777778,18.97777778,0.48
19,19,0.49
19.89444444,19.89444444,0.46
17.82222222,17.82222222,0.56
17.24444444,17.24444444,0.63
17.02777778,17.02777778,0.65
16.18333333,16.18333333,0.67
15.55555556,15.55555556,0.7
15.55555556,15.55555556,0.68
11.50555556,11.50555556,0.9
9.905555556,9.905555556,0.89
9.838888889,9.838888889,0.93
8.333333333,8.333333333,0.93
7.827777778,7.827777778,0.93
8.072222222,8.072222222,0.94
7.266666667,5.861111111,0.93
7.288888889,7.288888889,0.93
9.927777778,9.927777778,0.94
13.73333333,13.73333333,0.84
17.11111111,17.11111111,0.74
18.88888889,18.88888889,0.66
21.04444444,21.04444444,0.58
21.13888889,21.13888889,0.53
22.04444444,22.04444444,0.49
22.24444444,22.24444444,0.49
22.17222222,22.17222222,0.47
21.04444444,21.04444444,0.52
17.75,17.75,0.65
15,15,0.72
12.93333333,12.93333333,0.83
12.17777778,12.17777778,0.86
11.13888889,11.13888889,0.86
10.38888889,10.38888889,0.89
11.07222222,11.07222222,0.89
9.472222222,9.472222222,0.89
8.594444444,8.133333333,0.93
7.827777778,7.827777778,0.93
8.777777778,7.961111111,0.93
8.122222222,8.122222222,0.93
7.222222222,7.222222222,1
6.183333333,6.183333333,0.93
8.916666667,8.916666667,0.93
11.13888889,11.13888889,0.93
13.93888889,13.93888889,0.84
17.85,17.85,0.73
19.95555556,19.95555556,0.62
21.11111111,21.11111111,0.54
21.31111111,21.31111111,0.52
22.17222222,22.17222222,0.49
22.17222222,22.17222222,0.47
21.12222222,21.12222222,0.52
17.26111111,17.26111111,0.67
13.95555556,13.95555556,0.77
12.93888889,12.93888889,0.83
12.12777778,12.12777778,0.86
11.06666667,11.06666667,0.89
10.17222222,10.17222222,0.93
9.933333333,9.372222222,0.93
9.355555556,9.355555556,0.93
9.872222222,9.872222222,0.93
7.711111111,7.711111111,0.93
7.711111111,7.711111111,0.93
7.4,7.4,0.94
6.116666667,6.116666667,1
6.088888889,6.088888889,0.93
8.783333333,8.783333333,0.94
13.66666667,13.66666667,0.84
17.17777778,17.17777778,0.73
19.67777778,19.67777778,0.63
21.08888889,21.08888889,0.54
22.12777778,22.12777778,0.5
22.72777778,22.72777778,0.44
22.8,22.8,0.41
22.26666667,22.26666667,0.39
21.37222222,21.37222222,0.5
17.82222222,17.82222222,0.6
14.95,14.95,0.78
12.96666667,12.96666667,0.82
12.10555556,12.10555556,0.86
11.55555556,11.55555556,0.9
11.02222222,11.02222222,0.87
9.983333333,9.35,0.93
9.5,9.5,0.89
7.144444444,7.144444444,0.93
8.85,8.85,0.93
7.827777778,5.822222222,0.93
7.827777778,7.827777778,0.93
6.138888889,6.138888889,0.93
7.133333333,7.133333333,0.93
8.733333333,8.733333333,0.94
12.43333333,12.43333333,0.84
13.74444444,13.74444444,0.84
16.98888889,16.98888889,0.72
18.62222222,18.62222222,0.63
19.73333333,19.73333333,0.62
20.11666667,20.11666667,0.57
20.98888889,20.98888889,0.51
19.97222222,19.97222222,0.58
18.26666667,18.26666667,0.66
14.98888889,14.98888889,0.78
12.77222222,12.77222222,0.83
12.73888889,12.73888889,0.83
9.905555556,9.905555556,0.87
9.35,9.35,0.93
8.7,8.7,0.93
7.733333333,7.733333333,0.93
6.688888889,6.688888889,0.93
9.372222222,9.372222222,0.93
6.066666667,4.827777778,0.96
6.116666667,4.883333333,0.96
5.405555556,4.094444444,0.93
6.116666667,6.116666667,0.93
5.072222222,5.072222222,0.99
7.122222222,7.122222222,0.93
7.733333333,7.733333333,0.96
11.12777778,11.12777778,0.93
16,16,0.79
18.62222222,18.62222222,0.67
19.9,19.9,0.63
21.08333333,21.08333333,0.55
21.10555556,21.10555556,0.47
21.08333333,21.08333333,0.47
19.23888889,19.23888889,0.59
16.15,16.15,0.67
12.33333333,12.33333333,0.86
11.48333333,11.48333333,0.85
10.09444444,10.09444444,0.93
10.07222222,10.07222222,0.89
9.216666667,9.216666667,0.93
9.127777778,9.127777778,0.93
8.594444444,8.594444444,0.93
13.26111111,13.26111111,0.85
10.01111111,10.01111111,0.86
10.47222222,10.47222222,0.86
10.21666667,10.21666667,0.87
9.988888889,9.788888889,0.87
8.966666667,8.966666667,0.93
11.08333333,11.08333333,0.88
14.89444444,14.89444444,0.79
17.78333333,17.78333333,0.71
20.76666667,20.76666667,0.57
22.2,22.2,0.53
22.75555556,22.75555556,0.45
23.68888889,23.68888889,0.43
23.86111111,23.86111111,0.39
22.84444444,22.84444444,0.51
22.26666667,22.26666667,0.52
18.88333333,18.88333333,0.65
16.18333333,16.18333333,0.72
15.19444444,15.19444444,0.78
13.88888889,13.88888889,0.77
14.78888889,14.78888889,0.76
14.41666667,14.41666667,0.78
13.24444444,13.24444444,0.84
13.17777778,13.17777778,0.84
16.09444444,16.09444444,0.77
12.64444444,12.64444444,0.87
11.04444444,11.04444444,0.93
11.56666667,11.56666667,0.91
11.02222222,11.02222222,0.87
9.955555556,9.016666667,0.93
12.15,12.15,0.86
13.91666667,13.91666667,0.84
17.22777778,17.22777778,0.73
19.77777778,19.77777778,0.64
22.17777778,22.17777778,0.55
22.26666667,22.26666667,0.49
22.75555556,22.75555556,0.42
22.8,22.8,0.44
22.8,22.8,0.44
21.28888889,21.28888889,0.46
17.91666667,17.91666667,0.6
17.31111111,17.31111111,0.63
16.3,16.3,0.72
15.18333333,15.18333333,0.72
15.71666667,15.71666667,0.72
17.42777778,17.42777778,0.65
17.78333333,17.78333333,0.63
16.71666667,16.71666667,0.7
7.205555556,6.155555556,0.88
16.68888889,16.68888889,0.72
16.52777778,16.52777778,0.75
14.61666667,14.61666667,0.88
12.75555556,12.75555556,0.9
12.12777778,12.12777778,0.86
12.03888889,12.03888889,0.82
10.99444444,10.99444444,0.81
10.97222222,10.97222222,0.8
10.01666667,10.01666667,0.84
9.983333333,8.394444444,0.77
8.983333333,7.005555556,0.88
10.05,10.05,0.82
10.07222222,10.07222222,0.82
10.11666667,10.11666667,0.76
10.05555556,10.05555556,0.82
9.977777778,8.222222222,0.71
8.888888889,7.15,0.77
8.861111111,6.827777778,0.84
8.744444444,6.361111111,0.89
8.288888889,6.35,0.89
6.844444444,4.627777778,0.93
6.622222222,4.322222222,0.93
6.05,4.761111111,0.93
3.722222222,3.722222222,0.9
4.405555556,1.7,0.92
4.338888889,2.772222222,0.92
3.994444444,2.338888889,0.93
2.766666667,2.766666667,1
2.666666667,0.583333333,0.96
4.8,4.8,0.94
7.644444444,6.183333333,0.89
10.97222222,10.97222222,0.68
12.40555556,12.40555556,0.65
13.86666667,13.86666667,0.52
14.97777778,14.97777778,0.45
14.90555556,14.90555556,0.47
15.07222222,15.07222222,0.5
14.05,14.05,0.54
12.46666667,12.46666667,0.58
10.06666667,10.06666667,0.7
8.866666667,8.444444444,0.77
7.772222222,6.388888889,0.77
7.666666667,6.016666667,0.76
7.127777778,5.077777778,0.77
6.005555556,4.805555556,0.83
4.444444444,3.016666667,0.89
4.372222222,4.372222222,0.89
5.327777778,5.327777778,0.93
1.777777778,1.777777778,0.92
2.727777778,1.072222222,0.96
3.783333333,3.783333333,0.87
2.683333333,2.683333333,0.96
2.588888889,2.588888889,0.96
4.638888889,4.638888889,0.87
7.572222222,5.905555556,0.84
9.905555556,8.594444444,0.78
12.16111111,12.16111111,0.73
12.91666667,12.91666667,0.64
16.06666667,16.06666667,0.56
16.09444444,16.09444444,0.49
17.2,17.2,0.48
17.17222222,17.17222222,0.52
16.11666667,16.11666667,0.56
12.28888889,12.28888889,0.73
10.09444444,10.09444444,0.83
8.977777778,8.977777778,0.84
7.827777778,7.827777778,0.89
7.666666667,7.666666667,0.89
6.716666667,5.988888889,0.9
15.55555556,15.55555556,0.66
14.49444444,14.49444444,0.72
15.63333333,15.63333333,0.78
12.8,12.8,0.77
12.28888889,12.28888889,0.77
11.85,11.85,0.81
10.23333333,10.23333333,0.86
11.16111111,11.16111111,0.8
12.85555556,12.85555556,0.78
16,16,0.68
17.62222222,17.62222222,0.66
18.73888889,18.73888889,0.62
20.85555556,20.85555556,0.54
22.01111111,22.01111111,0.5
22.4,22.4,0.45
22.28888889,22.28888889,0.46
22.75555556,22.75555556,0.42
21.16666667,21.16666667,0.53
20.04444444,20.04444444,0.57
17.89444444,17.89444444,0.7
17.32222222,17.32222222,0.74
17.70555556,17.70555556,0.73
17.63333333,17.63333333,0.71
17.01666667,17.01666667,0.74
6.038888889,6.038888889,0.89
4.977777778,4.977777778,0.93
5.677777778,5.677777778,0.93
5.927777778,4.755555556,0.93
4.816666667,4.816666667,0.93
4.227777778,2.705555556,0.93
3.794444444,3.794444444,0.92
2.755555556,2.755555556,0.96
4.872222222,4.872222222,0.94
8.85,7.05,0.93
13.72777778,13.72777778,0.69
15.95,15.95,0.57
17.17777778,17.17777778,0.53
